idiom,freq
寸隙难留,0
寸马斗人,0
对床听雨,0
对扬休命,0
对景伤怀,0
对景伤情,0
对景兴怀,0
对案辍食,0
对病用药,0
对症之药,0
对症良剂,0
对石佛谈禅,0
对等贸易,0
对证之药,0
对证用药,0
对门不逢,0
对门当户,0
对面不识,0
对驴抚琴,0
对夜雨,0
寻一个弱,0
寻争寻闹,0
寻声企景,0
寻头讨脑,0
寻常之沟无吞舟之鱼,0
寻幽入微,0
寻幽选胜,0
寻弱一个,0
寻微知着,0
寻抱琵琶,0
寻根拔底,0
寻根问蒂,0
寻流穷源,0
寻源讨流,0
寻瑕伺隙,0
寻瑕索垢,0
寻瑕索瘢,0
寻踪问迹,0
寻香访艳,0
导之先路,0
导德齐礼,0
导扬末命,0
导谀求合,0
寿享期颐,0
寿光先生,0
寿同彭祖,0
寿同松乔,0
寿同金石,0
寿域宏开,0
寿夭有定,0
寿头寿脑,0
寿头模子,0
寿如南山,0
寿星唱曲,0
寿满天年,0
寿登期颐,0
寿终歪寝,0
寿考令终,0
寿考富贵,0
寿越期颐,0
寿陵余子,0
寿陵匍匐,0
寿陵忘步,0
寿陵步,0
寿高期颐,0
封人三祝,0
封侯万里,0
封侯拜将,0
封狼瘈狗,0
封疆画界,0
封疆裂土,0
封笔收山,0
封胡遏末,0
封豕荫子,0
封豨修蛇,0
射戟解纷,0
射柳打桃,0
射柳打球,0
射钩斩袪,0
射雕手,0
射鵰手,0
将上不足,0
将伯之呼,0
将伯无助,0
将军不下马,0
将军难免阵上亡,0
将功恕罪,0
将勇兵雄,0
将取姑与,0
将可殪,0
将噬爪缩,0
将夺固予,0
将寡兵微,0
将将之君,0
将将朵朵,0
将小人之心,0
将差就错,0
将心觅心,0
将成江河,0
将星忽坠,0
将水洗水,0
将率不能则兵弱,0
将相之器,0
将相侯王,0
将相出寒门,0
将相头上堪走马,0
将相王侯,0
将至兵迎,0
将致千里,0
将若之何,0
将虾吊鲤,0
将门出将,0
将门必有将,0
将陋就简,0
将顺匡救,0
将骄兵暴,0
将高就低,0
尊严若神,0
尊中酒不空,0
尊古贱今,0
尊己卑人,0
尊师贵道,0
尊年尚齿,0
尊老慈幼,0
尊荣逸乐,0
尊贤使能,0
尊贤爱物,0
尊贤礼士,0
尊酒相逢,0
尊酒论文,0
尊闻行知,0
小丑陆梁,0
小事胡涂,0
小人之交甜如蜜,0
小人徇财,0
小人得志便猖狂,0
小人怀惠,0
小人爱人以姑息,0
小人猖狂,0
小儿市瓜,0
小儿强解事,0
小儿造化,0
小决使导,0
小则以霸,0
小利大利残,0
小善寸长,0
小大姐儿裁褯子,0
小子后生,0
小家子样,0
小察不通大理,0
小屈大伸,0
小巧小智,0
小心敬慎,0
小忠小信,0
小怯大勇,0
小惠小恩,0
小惩大诚,0
小惭小好,0
小慧私智,0
小才难大用,0
小敌坚,0
小时偷针,0
小末因由儿,0
小水不容大舟,0
小水长流,0
小法大廉,0
小痛在体,0
小痴大黠,0
小眼薄皮,0
小网数,0
小腹微凸,0
小草出山,0
小草远志,0
小行行子,0
小试其技,0
小试割鸡,0
小试割鹳,0
小谨不大立,0
小阮贤于大阮,0
小隙沈舟,0
小隙沉舟,0
小集鸥波,0
小马乍行嫌路窄,0
小鹿心头撞,0
小鹿撞心,0
小鹿触心头,0
少一缺二,0
少七没八,0
少习若天性,0
少亲失眷,0
少伯高风,0
少吃无着,0
少吃无穿,0
少吉多凶,0
少壮几时,0
少壮轻年月,0
少天没日头,0
少头没尾,0
少女嫩妇,0
少年老或,0
少开茅塞,0
少微敛曜,0
少微星陨,0
少成若天性习惯成自然,0
少所推让,0
少未更事,0
少纵即逝,0
少缓则逝,0
少言短语,0
少负气节,0
少达多穷,0
尔为尔我为我,0
尔枭鸾并栖,0
尔枭鸾并集,0
尔汝之交,0
尔汝交,0
尔汝忘形,0
尔雅温文,0
尖担两头脱,0
尖担担柴两头脱,0
尖酸克薄,0
尖酸尖薄,0
尘务鞅掌,0
尘劳碌碌,0
尘土不沾,0
尘土蔽日,0
尘垢秕糖,0
尘外之交,0
尘外之想,0
尘外之赏,0
尘外之趣,0
尘外孤标,0
尘头蔽天,0
尘心俗意,0
尘榻空留,0
尘死谁手,0
尘泥轩冕,0
尘海茫茫,0
尘消烟灭,0
尘秽视听,0
尘缘俗虑,0
尘羹土饭,0
尘芥之微,0
尘襟俗态,0
尘襟如涤,0
尘襟尽涤,0
尘视轩冕,0
尘飞影远,0
尘飞沧海,0
尘鱼甑釜,0
尚堪一行,0
尚平婚嫁毕,0
尚慎旃哉,0
尚气凌人,0
尚虚中馈,0
尚隔一尘,0
尚隔两尘,0
尚齿会,0
尝新试鲜,0
尝粪之徒,0
尝脔知鼎,0
尝试之说,0
尤雨殢云,0
尧仁天覆,0
尧封之祝,0
尧眉舜目,0
尧舜千钟,0
尧雨舜风,0
尧鼓舜木,0
就义从容,0
就利违害,0
就哪里平反,0
就正有道,0
就正高明,0
就深就浅,0
就湿移干,0
就熟驾轻,0
就看此一番,0
就职视事,0
就轻避重,0
尸位病民,0
尸位素飧,0
尸冢之间,0
尸利素餐,0
尸坐斋立,0
尸居馀气,0
尸居龙见,0
尸祝代庖,0
尸禄保位,0
尸禄害政,0
尸禄素食,0
尸素之忧,0
尸素盈朝,0
尸肉未寒,0
尸鸠之仁,0
尸鸠之平,0
尹刑避面,0
尹邢避面,0
尺一之书,0
尺之木必有节目,0
尺二冠家,0
尺功寸效,0
尺吴寸楚,0
尺土之柄,0
尺寸之兵,0
尺寸必争,0
尺布寸粟,0
尺布斗栗,0
尺幅万里,0
尺木有节,0
尺枉寻直,0
尺楮寸缣,0
尺水兴波,0
尺璧寸珠,0
尺璧寸阴,0
尺璧非宝,0
尺竹五符,0
尺缕斗粟,0
尺蚓穿堤能漂一邑,0
尺表度天,0
尻与神马,0
尻與神马,0
尽人知之,0
尽付波臣,0
尽力竭智,0
尽多尽少,0
尽失体面,0
尽如所期,0
尽妙穷微,0
尽属波臣,0
尽弃前功,0
尽心国事,0
尽心图报,0
尽心图极,0
尽心王室,0
尽心竭志,0
尽心竭智,0
尽心竭诚,0
尽心而已,0
尽忠拂过,0
尽忠竭诚,0
尽思极心,0
尽情极态,0
尽日极虑,0
尽日穷夜,0
尽欢竭忠,0
尽此一举,0
尽瘁事国,0
尽瘁鞠躬,0
尽盘将军,0
尽相穷形,0
尽节死敌,0
尽节竭诚,0
尽言不讳,0
尽诚竭节,0
尽锐出战,0
尾生之信,0
尿流屁流,0
局促如辕下驹,0
局地吁天,0
局外闲人,0
局天踏地,0
局天蹐地,0
局蹐不安,0
局骗拐带,0
屁出掩臀,0
层出迭见,0
层出间见,0
层山叠嶂,0
层峦耸翠,0
层崖叠嶂,0
层崖峭壁,0
层楼叠榭,0
层见垒出,0
居下乩上,0
居不重席,0
居不重茵,0
居之也安,0
居之则安,0
居之泰然,0
居今稽古,0
居傲鲜腆,0
居处不庄,0
居奇囤积,0
居官守职,0
居尊降贵,0
居常之安,0
居常处顺,0
居常虑变,0
居心不净,0
居心不纯,0
居心叵侧,0
居心莫测,0
居必择邻,0
居敬行简,0
居无室庐,0
居无尘杂,0
居易俟命,0
居气养体,0
居移气养,0
居移气养移体,0
居穷守约,0
居能移气,0
居诸不息,0
居诸坐误,0
居货待价,0
居逸思危,0
居高取轻,0
居高思危,0
屈一伸万,0
屈人之口,0
屈伸无常,0
屈奇之服,0
屈宋衙官,0
屈尊下就,0
屈尊以求,0
屈尊驾临,0
屈庐之弓,0
屈庐之矛,0
屈心抑志,0
屈意承欢,0
屈指而数,0
屈榖巨瓠,0
屈膝卑拜,0
屈蠖求伸,0
屈身卑节,0
屈身辱志,0
屈迹泥涂,0
屋上建瓴,0
屋倒竖,0
屋如七星,0
屋梁落月,0
屋漏不愧,0
屋里估天,0
屋鸟推爱,0
屎滚尿流,0
屏声静候,0
屏弃典刑,0
屏当已毕,0
屏气不息,0
屏气慑息,0
屏绝尘累,0
屏营彷徨,0
屏迹匿影,0
屏迹戢身,0
屏除杂念,0
屏风九叠,0
屑屑计较,0
屑榆为粥,0
展其骥足,0
展土开疆,0
展眉解颐,0
展眼之间,0
展草垂缰,0
展转不寐,0
展转推托,0
展钟暮鼓,0
屙金尿银,0
属事遣词,0
属垣有耳,0
属引凄异,0
属纩之忧,0
属纩之懮,0
属纩之际,0
属纩含饭,0
属耳垣墙,0
属耳目,0
属觔的,0
屠所之羊,0
屠毒笔墨,0
屠狗卖浆,0
屠者羹藿,0
屠肠决眼,0
屠苏美酒,0
屠龙之伎,0
屠龙余技,0
屡列前茅,0
屡变星霜,0
屡奏肤功,0
屡戒不悛,0
屡见不一见,0
屡见叠出,0
屡踬屡振,0
屣履出迎,0
屣履造门,0
屣屦造门,0
履仁蹈义,0
履厚席丰,0
履及剑及,0
履地戴天,0
履常蹈故,0
履新不为冠,0
履脸如夷,0
履贱踊贵,0
履险蹈难,0
履霜之渐,0
屦贼踊贵,0
屯必终亨,0
屯粮积草,0
屯蹷否塞,0
屯邅困踬,0
山不碍路,0
山不让土石,0
山丘零落,0
山东出相,0
山东拗蛮,0
山中有直树,0
山人索价,0
山以小陁而大崩,0
山以陵迟故能高,0
山倒江翻,0
山公启事,0
山公酩酊,0
山包海汇,0
山厉河带,0
山呼舞蹈,0
山回水抱,0
山塌地崩,0
山头撮合,0
山密剑腹,0
山居谷饮,0
山崩地坍,0
山崩海倒,0
山巅水湄,0
山川表里,0
山川间阻,0
山庭日角,0
山情水意,0
山抹微云,0
山斗之望,0
山斗望重,0
山断云连,0
山无童山,0
山有朽壤而自崩,0
山林钟鼎,0
山栖谷饭,0
山梁雌雉,0
山楶藻梲,0
山殽野蔌,0
山水助人,0
山水移情,0
山流不息,0
山海之味,0
山海之盟,0
山海珍错,0
山淆野蔌,0
山渊之精,0
山溜穿石,0
山玉川珠,0
山珍海胥,0
山眉水眼,0
山砠水崖,0
山秀水清,0
山穷途尽,0
山绝路隔,0
山羞野酌,0
山肴海错,0
山肴野蔬,0
山节藻梲,0
山蔬野蔌,0
山虚水深,0
山西出将,0
山谷之士,0
山走石泣,0
山遥路远,0
山重水覆疑无路,0
山重水阔,0
山钟互应,0
山铸海煮,0
山锐则不高,0
山门锁钥,0
山阳之笛,0
山阳夜笛,0
山阳笛,0
山阳笛声,0
山阳遗韵,0
山陬海滋,0
山震地叫,0
山静日长,0
山颓梁坏,0
山高水复,0
山高水尽,0
山鬼技穷,0
山鸡映水,0
山鸡舞镜,0
山鹳舞镜,0
屹然山立,0
屹然特立,0
岁不与我,0
岁不待人,0
岁丰年稔,0
岁华如箭,0
岁周花甲,0
岁岁年年人不冈,0
岁峥嵘,0
岁月无情头渐白,0
岁朘月削,0
岁朘月耗,0
岁物丰成,0
岁稔年丰,0
岁聿其暮,0
岁荒民饥,0
岁计有余,0
岂以一眚掩大德,0
岂可同日而论,0
岂堪回首,0
岂堪设想,0
岂容他人咳唾,0
岂容措一词,0
岂容酣睡,0
岂容鼾睡,0
岂念旧恶,0
岂近人情,0
岌岌可急,0
岌岌可畏,0
岐黄之术,0
岑楼寸木,0
岑楼齐末,0
岑牟单绞,0
岘山之悲,0
岘山堕泪,0
岘首留碑,0
岚影湖光,0
岩居水饮,0
岩居谷饮,0
岩穴自居,0
岩穴隐相,0
岵瞻瞻望,0
岸芷汀兰,0
岿然有余,0
峣峣易缺,0
峥嵘崔嵬,0
峥嵘轩峻,0
峦兄峦弟,0
峨然不群,0
峭壁巉岩,0
峭壁巉崖,0
峭法严刑,0
峭立千仞,0
峰外有峰,0
峰峦叠起,0
峰峦雄伟,0
峰攒岫复,0
峻于铁钺,0
峻岭崇山,0
峻法严刑,0
峻阪盐车,0
峻阪走丸,0
崇古非今,0
崇台延阁,0
崇实务本,0
崇德辨惑,0
崇正黜邪,0
崇洋卖国,0
崇论闳义,0
崔护重来,0
崔罗什,0
崖岸崭绝,0
崖岸自高,0
崖岸高峻,0
崛地而起,0
崟崎历落,0
崤函之固,0
崦嵫将迫,0
崦嵫暮景,0
崧山岳降,0
崧岳长生,0
崩角之危,0
嵇侍中血,0
嵌崎磊落,0
嵚崎厉落,0
嵩呼万岁,0
嵩岳并峙,0
嵩岳降神,0
嵩生岳降,0
嵬然不动,0
嶷然不动,0
巍冠博带,0
巍然灵光,0
川上之叹,0
川不可防,0
川光云影,0
川广者鱼大,0
川广鱼大,0
川流不舍,0
川深鱼藏,0
川渊深,0
川渊深而鱼鳖归之,0
川渟越峙,0
川阅水成川,0
州如斗大,0
巢林一支,0
巢覆雏亡,0
巢覆雏飞,0
工于谋人,0
工于谋人拙于谋己,0
工则度之,0
工夺造化,0
工文善书,0
工诗谙画,0
左丝右竹,0
左偏右袒,0
左冲右挡,0
左券之操,0
左券可操,0
左券右操,0
左右为鸡,0
左右亲近,0
左右便辟,0
左右宜有,0
左右映带,0
左对孺人,0
左归右归,0
左思右量,0
左抱右拥,0
左挈右提,0
左支右捂,0
左旋右抽,0
左枝右捂,0
左求右告,0
左程右准,0
左绳右矩,0
左袒他人,0
左蹿右跳,0
左雍得尝,0
左鞭右打,0
左顾右他,0
左顾右视,0
左顾言他,0
巧不胜拙,0
巧不若拙,0
巧亏一篑,0
巧伪趋利,0
巧侔造化,0
巧到自然成,0
巧取强夺,0
巧同赏异,0
巧嘴花舌,0
巧均天地,0
巧堕垂成,0
巧夺造化,0
巧妇做不得无面馎饦,0
巧妇安能作无面汤饼,0
巧妇常伴拙夫眠,0
巧妇难为无米之炊并其他,0
巧妻常伴拙夫眠,0
巧媳妇做不得没面馎饦,0
巧媳妇煮不得没米粥,0
巧媳妇煮不得设米粥,0
巧就名成,0
巧德圆满,0
巧德无量,0
巧成不居,0
巧成名就,0
巧成名立,0
巧成名遂,0
巧成行满,0
巧成身退,0
巧狗功人,0
巧笑工颦,0
巧绝天工,0
巧舌花唇,0
巧若生成,0
巧言乱德,0
巧言利口,0
巧言利齿,0
巧言善色,0
巧言善语,0
巧言如流,0
巧言花语,0
巧譬善导,0
巧计良谋,0
巧诈不如拙诚,0
巧语虚言,0
巧败垂成,0
巧逾造化,0
巧遂身退,0
巧高不赏,0
巧高望重,0
巨人长德,0
巨儒硕学,0
巨奸大猾,0
巨学鸿生,0
巨构杰作,0
巨灵之掌,0
巨猾老奸,0
巨绳犗饵,0
巨鱼从壑,0
巨鱼纵壑,0
巨鱼纵大壑,0
巨鳌戴山,0
巨鳞纵壑,0
巫云洛水,0
巫云蜀雨,0
巫山楚雨,0
巫山洛水,0
巫山洛浦,0
巫蛊之狱,0
差之毫理,0
差厘千里,0
差可人意,0
差后劳复,0
差堪颉颃,0
差强意,0
差快人意,0
差慰人意,0
差着一帽子,0
差肩接迹,0
差若天渊,0
差若毫氂,0
差若毫牦,0
差若豪厘,0
差适人意,0
己所不安,0
己正而后发,0
己饥己弱,0
已今当,0
已成尾声,0
已登道岸,0
已精求精,0
已而已而,0
已陈争狗,0
已陈刍狗,0
巴三揽四,0
巴峡猿鸣,0
巴蛇吞象,0
巴蛇食象,0
巴高枝儿,0
巷语街谈,0
巾国英雄,0
巾帼之赠,0
巾帼奇才,0
巿道交,0
币厚言甘,0
币美没礼,0
市不二价,0
市井斗筲,0
市尘道旁,0
市怨结祸,0
市恩嫁怨,0
市无二价,0
市菜求增,0
市虎三夫,0
市虎含沙,0
市虎杯弓,0
市贾不贰,0
市道之交,0
市道小人,0
市骨求骏,0
布宠市爱,0
布德施恩,0
布德施惠,0
布恩施德,0
布抹青鞋,0
布服之言,0
布素之交,0
布草衣服,0
布衣之雄,0
布衣疏食,0
布衣芒屩,0
布衣雄世,0
布袄荆钗,0
布谷鸣哀,0
布阵行兵,0
布鼓毋过雷门,0
帅心不师圣,0
帅由旧章,0
帆风饱满,0
师克在和,0
师其故技,0
师其故智,0
师心不师圣,0
师心自任,0
师心苟作,0
师承有自,0
师直气壮,0
师老力屈,0
师老民困,0
师老气衰,0
师表万世,0
师表千古,0
师表群伦,0
师表长存,0
希世之才,0
希世奇宝,0
希代珍,0
希光附影,0
希光附景,0
希圣希望,0
希声附影,0
希夷一枕,0
希夷高卧,0
希宠市爱,0
希希罕儿,0
希旨承欢,0
希旨承颜,0
希贤希圣,0
希贤希圣希天,0
希阔之行,0
帐下儿,0
帐下儿郎,0
帖耳俯首,0
帘窥壁听,0
帘视壁听,0
帝命溥将,0
帝女填海,0
帝室皇居,0
帝王之兵,0
帝虎鲁鱼,0
帣鞲鞠跽,0
带减衣宽,0
带厉之誓,0
带厉山河,0
带地投充,0
带日下雨,0
带河厉山,0
带河砺山,0
带河阻山,0
带甲剩员,0
带甲十万,0
带眼安眉,0
带眼频移,0
带着铃铛去做贼,0
带砺河山,0
带结同心,0
带膆貂褂,0
带雨拖泥,0
帨彩增华,0
席不及暖,0
席不暇温,0
席不暇煖,0
席不遑暖,0
席势凌人,0
席卷包举,0
席卷而逃,0
席薪枕块,0
帮闲蔑贱,0
帮闲阶级,0
帷墙之制,0
帷天席地,0
帷幄功,0
帷盖不弃,0
常山蛇阵,0
常川往来,0
常年老规,0
常舍常有,0
幄中运筹,0
幕上之巢,0
幡然变计,0
幡然归正,0
幡然改悟,0
干事之臣,0
干出水平,0
干名犯分,0
干名要利,0
干名逐利,0
干吕青云,0
干君何事,0
干君底事,0
干啼泾哭,0
干喉焦唇,0
干圆洁净,0
干城之任,0
干城之将,0
干城之略,0
干城之选,0
干城名教,0
干宝于宝,0
干将出匣,0
干愁万斛,0
干戈征战,0
干戈戚扬,0
干戈未息,0
干戈满目,0
干戈满眼,0
干戈纷扰,0
干戈载戢,0
干戚羽旄,0
干时之具,0
干星照湿土,0
干果饼饵,0
干求请托,0
干泽而渔,0
干父之盅,0
干父之蛊,0
干理敏捷,0
干符坤珍,0
干糇以愆,0
干纲不振,0
干道成男,0
干里敏捷,0
干霄凌云,0
干霄拂云,0
干霄薄云,0
干鲜水陆,0
干鹊噪而行人至,0
干鼠为璞,0
平一宇内,0
平价和售,0
平原之饮,0
平原十日,0
平原十日饮,0
平原独无,0
平地一盘雷,0
平地吃交,0
平地吃跌,0
平地楼台,0
平地波澜,0
平地行将去,0
平地起孤丁,0
平地风涛,0
平复如故,0
平复如旧,0
平头奴子,0
平头正脸,0
平居有思,0
平川广野,0
平川旷野,0
平平无异,0
平康巷陌,0
平康正直,0
平心定意,0
平心持论,0
平日之气,0
平易易知,0
平易正直,0
平易逊顺,0
平步公卿,0
平步青天,0
平波缓进,0
平流缓进,0
平生之好,0
平生交分,0
平生莫做亏心事,0
平白无事,0
平衍旷荡,0
平铺直序,0
平阳之祸,0
平颂甲子,0
年丰岁熟,0
年丰时稔,0
年丰物阜,0
年仅破瓜,0
年光如驶,0
年入桑榆,0
年关切近,0
年力就衰,0
年功加俸,0
年升舞勺,0
年及县车,0
年及悬舆,0
年及悬车,0
年及瓜期,0
年及耆指,0
年及致仕,0
年及识环,0
年在幼冲,0
年在纨绮,0
年在耳顺,0
年壮气锐,0
年始二毛,0
年始周晬,0
年始童舞,0
年少力强,0
年少气锐,0
年届大董,0
年届杖朝,0
年届赐鸠,0
年岁祀载,0
年已及瓜,0
年已逾艾,0
年年唯作一般声,0
年年防俭,0
年德俱尊,0
年德并高,0
年方舞勺,0
年方舞象,0
年方龆龀,0
年来岁去,0
年正垂髫,0
年涉危境,0
年深代久,0
年淹日久,0
年灾月厄,0
年灾月晦,0
年灾月殃,0
年甫及晬,0
年甫强仕,0
年甫破瓜,0
年甫羁丱,0
年甫胜衣,0
年甫艾服,0
年甫过立,0
年登致仕,0
年登花甲,0
年盛气强,0
年老力弱,0
年老昏瞶,0
年老阅历深,0
年薄桑榆,0
年裁及艾,0
年裁弱冠,0
年裁破瓜,0
年谊世好,0
年过商瞿,0
年过悬车,0
年过耆耄,0
年过耳顺,0
年迈龙钟,0
年近岁迫,0
年近岁除,0
年近指使,0
年近知非,0
年迫桑榆,0
年逾从心,0
年逾周甲,0
年逾壮室,0
年逾大董,0
年逾摽梅,0
年逾耆耋,0
年逾耳顺,0
年逾艾服,0
年高德邵,0
年高德韶,0
年齐大衍,0
年齿流迈,0
年齿知命,0
并世之雄,0
并为波臣,0
并作威福,0
并兵一向,0
并兵合势,0
并剪哀梨,0
并包兼容,0
并容不悖,0
并容偏覆,0
并容遍覆,0
并宿双飞,0
并州刀剪,0
并州剪刀,0
并心同力,0
并柯共穗,0
并立不悖,0
并肩迭背,0
并胆同心,0
并蒂花开,0
并蒂莲花,0
并蓄兼收,0
并行不厉,0
并驱齐驾,0
幸反为祸,0
幸托乐祸,0
幸托华庑,0
幸苏涸辙,0
幺么丈夫,0
幺么小丑,0
幺么小卒,0
幺么小吏,0
幺么毁瘠,0
幺弦孤调,0
幻成狡狯,0
幻梦空花,0
幼不好弄,0
幼冲之岁,0
幼妇辞,0
幼弄之岁,0
幼束礼义,0
幼秉庭训,0
幼而不忌,0
幼而学壮而行,0
幼而岐嶷,0
幽人之风,0
幽忧之疾,0
幽情发古思,0
幽情逸韵,0
幽情雅取,0
幽情雅趣,0
幽明有别,0
幽期私定,0
幽期私订,0
幽沉之声,0
幽眇张皇,0
幽闲贞静,0
幽闺弱质,0
幽隐皆照,0
广乐钧天,0
广众之庭,0
广众大庭,0
广厦之荫,0
广厦细旃,0
广厦荫永,0
广厦高堂,0
广客蛇影,0
广宣流布,0
广宫大囿,0
广寒仙子,0
广师求益,0
广德从桥,0
广思集益,0
广文官冷,0
广施博济,0
广栽桃李,0
广武之叹,0
广武叹,0
广汉鉤距,0
广益集思,0
广袖高髻,0
广袤丰杀,0
广讯博诹,0
广询博访,0
广谋从众,0
广谋纵众,0
广象戏图,0
广钱神通,0
广钱通神,0
广长之舌,0
广长妙舌,0
广陵观涛,0
庀材鸠工,0
庄舄越吟,0
庆吊不通,0
庆溢兰闺,0
庆溢悬弧,0
庆溢鸾胶,0
庆父不去,0
庆父不去鲁难未已,0
庆者在堂,0
庆衍桑弧,0
庇匿奸宄,0
庇善罚恶,0
庇恶陷善,0
床上铺床,0
庋之高阁,0
庐山之真,0
应之于手,0
应冤抱屈,0
应劫而生,0
应变将略,0
应变无方,0
应变随机,0
应名故事,0
应图受箓,0
应天三绝,0
应天从人,0
应天从民,0
应天从物,0
应天受命,0
应天授命,0
应天顺时,0
应如桴鼓,0
应对不穷,0
应弦而落,0
应当之分,0
应德畏威,0
应手从心,0
应手如神,0
应手生春,0
应接不遑,0
应接如响,0
应接无暇,0
应时当务,0
应景生情,0
应机权变,0
应物成务,0
应瑾握瑜,0
应璧其罪,0
应真抱素,0
应答如向,0
应答如注,0
应箓受图,0
应若鼓桴,0
应规蹈矩,0
应道迷邦,0
应铅提椠,0
应铅握椠,0
应铅握素,0
应际而生,0
应陈而生,0
应黄佩紫,0
底事干卿,0
底慎财赋,0
庖丁解午,0
庙垣之鼠,0
庙堂之量,0
庙算如神,0
庙胜之策,0
庙胜之算,0
庚星焕彩,0
庚申青面,0
庚癸之呼,0
庚癸之虑,0
庚癸乎,0
庚癸诺,0
庚癸频呼,0
府首就缚,0
府首帖耳,0
府首贴耳,0
庞杂无章,0
庞眉白发,0
废书太息,0
废书而泣,0
废国向己,0
废奢长俭,0
废居积贮,0
废文任武,0
废时失事,0
废然而反,0
废眉皓首,0
废耳任目,0
废蓼莪之篇,0
度不可改,0
度以金针,0
度众生心,0
度体裁衣,0
度外置之,0
度己以绳,0
度德而师,0
度日如夫,0
度时审势,0
度身而衣,0
度量宏大,0
座拥皋比,0
座无虚庸,0
座有江南客,0
庭实旅百,0
庭无留事,0
庳车羸马,0
庵中逼仄,0
庶哉之歌,0
庶女叫天,0
庶羞清酌,0
庶莸我心,0
康了之中,0
康哉之歌,0
康哉之诗,0
康庄之路,0
康庄大逵,0
康强逢吉,0
康成文婢,0
康济小民,0
康衢之谣,0
庸中皎皎,0
庸保杂作,0
庸可共世而论,0
庸夫庸妇,0
庸夫愚妇,0
庸庸劳劳,0
庸庸坦坦,0
庸庸多厚福,0
庸庸祗祗,0
庸闇不明,0
廉以笔己,0
廉己奉公,0
廉得其情,0
廉明公正,0
廉明方正,0
廉正爱民,0
廉洁刻苦,0
廉白之士,0
廉能清正,0
廉蔺之欢,0
廉贪立懦,0
廉隅细谨,0
廉隅自饬,0
廉静寡欲,0
廊庙之器,0
廊庙之志,0
廊庙之才,0
廊庙具,0
廋辞隐语,0
廓地分利,0
廓落晨星,0
延华揽秀,0
延寿益年,0
延平一剑,0
延平剑合,0
延年消灾,0
延时消费,0
延津双剑,0
延祥纳福,0
延跂为劳,0
延陵挂剑,0
延陵许剑,0
延颈受刃,0
延颈受戮,0
延颈胁翼,0
延颈踰望,0
延颈鹤望,0
延龄增寿,0
建威销萌,0
建牙吹角,0
建言倡论,0
建言发论,0
开不得交,0
开云睹天,0
开交不得,0
开佛光明,0
开卷之益,0
开卷得意,0
开口伤人,0
开合锣鼓,0
开国元臣,0
开国济民,0
开天一画,0
开山作祖,0
开布诚信,0
开广言路,0
开弓不放箭,0
开心写意,0
开心明目,0
开承转合,0
开春发岁,0
开笼放雀,0
开聋启聩,0
开聪明孔,0
开襟散发,0
开诚布信,0
开诚相与,0
开释左右,0
开门受徒,0
开门纳寇,0
开门纳狼,0
开门纳贼,0
开门见雾,0
开馆养徒,0
弁髦法令,0
弁髦法纪,0
异乡花草,0
异人同辞,0
异代之交,0
异代同工,0
异代同调,0
异体同势,0
异军特起,0
异卉奇花,0
异县他乡,0
异口一言,0
异名同实,0
异姓同名,0
异姓陌路,0
异居同财,0
异政殊俗,0
异木奇花,0
异榻同梦,0
异派同源,0
异涂同归,0
异类之人,0
异花灵禽,0
异苔同岑,0
异若同岑,0
异草奇花,0
异装奇服,0
异言异服,0
异议蜂起,0
异趣同归,0
异路同归,0
异轸同归,0
异道不安,0
异香异气,0
弃义背理,0
弃之有味,0
弃人用犬,0
弃卒保帅,0
弃好崇仇,0
弃好崇雠,0
弃如弁髦,0
弃如弃髦,0
弃如涕唾,0
弃如蔽屣,0
弃嫌录用,0
弃子逐妻,0
弃尔幼志,0
弃德从贼,0
弃德成贼,0
弃戈卸军,0
弃文从武,0
弃新就远,0
弃新求远,0
弃本就末,0
弃武修文,0
弃灰之罪,0
弃父事仇,0
弃甲于思,0
弃短取长,0
弃短采长,0
弃觚投笔,0
弄丸承蜩,0
弄假妇人,0
弄兵潢粉,0
弄口弄舌,0
弄喧捣鬼,0
弄墇之喜,0
弄孙含饴,0
弄巧作拙,0
弄巧呈乖,0
弄巧翻拙,0
弄性尚你,0
弄性尚气,0
弄月抟风,0
弄沙成塔,0
弄獐伏猎,0
弄獐宰相,0
弄玉偷香,0
弄玉吹箫,0
弄璋之庆,0
弄璋志喜,0
弄瓦之庆,0
弄瓦征祥,0
弄盏传杯,0
弄笔端,0
弄粉调脂,0
弄脂调粉,0
弄虎须,0
弄虚入假,0
弄鬼吊猴,0
弄鬼妆ㄠ,0
弄鬼妆么,0
弄鬼弄神,0
弇陋寡俦,0
弊帷不弃,0
弊絮荆棘,0
弊绝风情,0
弊衣箪食,0
弊衣蔬食,0
弊车赢马,0
弊车驽马,0
弋者何慕,0
弋者何篡,0
式好之情,0
式歌且舞,0
式歌式舞,0
式燕以敖,0
式燕嘉宾,0
式负版者,0
弓以招士,0
弓冶之传,0
弓冶箕裘,0
弓劲马肥,0
弓开得胜,0
弓弩上弦,0
弓折刀尽,0
弓矛之士,0
弓肩缩背,0
弓藏兔尽,0
弓藏鸟尽,0
弓裘之业,0
弓马熟娴,0
引为口实,0
引人胜地,0
引决自财,0
引分自裁,0
引南刻羽,0
引古援今,0
引吭一鸣,0
引年求退,0
引年致仕,0
引济时艰,0
引玉抛砖,0
引盗入闼,0
引经据义,0
引经据礼,0
引绳落斧,0
引脰增劳,0
引船就岸,0
引譬援类,0
引贼入家,0
